Código,Nombre,Descripción,Pes,Coste
HEA.120,HEA ferro negre 120,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,20.4,1.1
HEA.140,HEA ferro negre 140,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,25.32,1.1
HEA.160,HEA ferro negre 160,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,31.16,1.1
HEA.180,HEA ferro negre 180,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,36.39,1.1
HEA.200,HEA ferro negre 200,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,43.36,1.1
HEA.220,HEA ferro negre 220,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,51.76,1.1
HEA.240,HEA ferro negre 240,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,61.81,1.1
HEA.260,HEA ferro negre 260,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,69.91,1.1
HEA.280,HEA ferro negre 280,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,78.31,1.1
HEA.300,HEA ferro negre 300,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,90.51,1.1
HEA.320,HEA ferro negre 320,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,100.04,1.1
HEA.340,HEA ferro negre 340,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,107.63,1.1
HEA.360,HEA ferro negre 360,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,114.8,1.1
HEA.400,HEA ferro negre 400,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,128.13,1.1
HEA.450,HEA ferro negre 450,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,143.5,1.1
HEA.500,HEA ferro negre 500,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,158.88,1.1
HEA.550,HEA ferro negre 550,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,170.15,1.1
HEA.600,HEA ferro negre 600,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,182.45,1.1
HEA.650,HEA ferro negre 650,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,194.75,1.1
HEA.700,HEA ferro negre 700,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,209.1,1.1
HEA.800,HEA ferro negre 800,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,22.6,1.1
HEA.900,HEA ferro negre 900,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,258.3,1.1
HEA.1000,HEA ferro negre 1000,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,278.8,1.1
HEB.100,HEB ferro negre 100,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,20.91,1.1
HEB.120,HEB ferro negre 120,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,27.37,1.1
HEB.140,HEB ferro negre 140,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,34.54,1.1
HEB.160,HEB ferro negre 160,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,43.67,1.1
HEB.180,HEB ferro negre 180,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,52.48,1.1
HEB.200,HEB ferro negre 200,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,62.83,1.1
HEB.220,HEB ferro negre 220,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,73.29,1.1
HEB.240,HEB ferro negre 240,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,85.28,1.1
HEB.260,HEB ferro negre 260,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,95.33,1.1
HEB.280,HEB ferro negre 280,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,105.58,1.1
HEB.300,HEB ferro negre 300,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,119.93,1.1
HEB.320,HEB ferro negre 320,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,130.18,1.1
HEB.340,HEB ferro negre 340,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,137.35,1.1
HEB.360,HEB ferro negre 360,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,145.55,1.1
HEB.400,HEB ferro negre 400,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,158.88,1.1
HEB.450,HEB ferro negre 450,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,175.28,1.1
HEB.500,HEB ferro negre 500,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,191.68,1.1
HEB.550,HEB ferro negre 550,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,203.98,1.1
HEB.600,HEB ferro negre 600,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,217.3,1.1
HEB.650,HEB ferro negre 650,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,230.63,1.1
HEB.700,HEB ferro negre 700,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,247.03,1.1
HEB.800,HEB ferro negre 800,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,268.55,1.1
HEB.900,HEB ferro negre 900,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,298.28,1.1
HEB.1000,HEB ferro negre 1000,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,321.85,1.1
HEM.100,HEM ferro negre 100,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,42.85,1.1
HEM.120,HEM ferro negre 120,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,53.4,1.1
HEM.140,HEM ferro negre 140,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,64.78,1.1
HEM.160,HEM ferro negre 160,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,78.11,1.1
HEM.180,HEM ferro negre 180,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,91.12,1.1
HEM.200,HEM ferro negre 200,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,105.58,1.1
HEM.220,HEM ferro negre 220,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,119.93,1.1
HEM.240,HEM ferro negre 240,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,160.93,1.1
HEM.260,HEM ferro negre 260,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,176.3,1.1
HEM.280,HEM ferro negre 280,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,193.73,1.1
HEM.300,HEM ferro negre 300,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,243.95,1.1
HEM.320,HEM ferro negre 320,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,251.13,1.1
HEM.340,HEM ferro negre 340,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,254.2,1.1
HEM.360,HEM ferro negre 360,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,256.25,1.1
HEM.400,HEM ferro negre 400,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,262.4,1.1
HEM.450,HEM ferro negre 450,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,269.58,1.1
HEM.500,HEM ferro negre 500,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,276.75,1.1
HEM.550,HEM ferro negre 550,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,284.95,1.1
HEM.600,HEM ferro negre 600,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,292.13,1.1
HEM.650,HEM ferro negre 650,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,300.33,1.1
HEM.700,HEM ferro negre 700,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,308.53,1.1
HEM.800,HEM ferro negre 800,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,324.93,1.1
HEM.900,HEM ferro negre 900,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,341.33,1.1
HEM.1000,HEM ferro negre 1000,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,357.73,1.1
UPN.80,UPN ferro negre 80,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,8.87,1.1
UPN.100,UPN ferro negre 100,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,10.87,1.1
UPN.120,UPN ferro negre 120,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,13.74,1.1
UPN.140,UPN ferro negre 140,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,16.4,1.1
UPN.160,UPN ferro negre 160,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,19.27,1.1
UPN.180,UPN ferro negre 180,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,22.55,1.1
UPN.200,UPN ferro negre 200,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,25.93,1.1
UPN.220,UPN ferro negre 220,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,30.14,1.1
UPN.240,UPN ferro negre 240,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,34.03,1.1
UPN.260,UPN ferro negre 260,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,38.85,1.1
UPN.280,UPN ferro negre 280,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,42.85,1.1
UPN.300,UPN ferro negre 300,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,47.36,1.1
UPN.320,UPN ferro negre 320,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,60.99,1.1
UPN.350,UPN ferro negre 350,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,62.12,1.1
UPN.380,UPN ferro negre 380,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,64.68,1.1
UPN.400,UPN ferro negre 400,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,73.6,1.1
IPN.80,IPN ferro negre 80,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,6.1,1.1
IPN.100,IPN ferro negre 100,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,8.53,1.1
IPN.120,IPN ferro negre 120,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,11.48,1.1
IPN.140,IPN ferro negre 140,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,14.76,1.1
IPN.160,IPN ferro negre 160,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,18.35,1.1
IPN.180,IPN ferro negre 180,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,22.45,1.1
IPN.200,IPN ferro negre 200,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,26.95,1.1
IPN.220,IPN ferro negre 220,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,31.88,1.1
IPN.240,IPN ferro negre 240,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,37.11,1.1
IPN.260,IPN ferro negre 260,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,42.95,1.1
IPN.280,IPN ferro negre 280,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,49.2,1.1
IPN.300,IPN ferro negre 300,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,55.56,1.1
IPN.320,IPN ferro negre 320,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,62.63,1.1
IPN.340,IPN ferro negre 340,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,69.8,1.1
IPN.360,IPN ferro negre 360,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,78.11,1.1
IPN.380,IPN ferro negre 380,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,86.1,1.1
IPN.400,IPN ferro negre 400,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,94.92,1.1
IPN.450,IPN ferro negre 450,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,117.88,1.1
IPN.500,IPN ferro negre 500,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,144.53,1.1
IPN.550,IPN ferro negre 550,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,171.18,1.1
IPN.600,IPN ferro negre 600,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/BIGUES,203.98,1.1
QU.FN.10,Quadrat Massís ferro negre 10,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,0.82,1.3
QU.FN.12,Quadrat Massís ferro negre 12,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,1.18,1.3
QU.FN.14,Quadrat Massís ferro negre 14,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,1.6,1.3
QU.FN.16,Quadrat Massís ferro negre 16,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,2.07,1.3
QU.FN.18,Quadrat Massís ferro negre 18,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,2.62,1.3
QU.FN.20,Quadrat Massís ferro negre 20,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,3.23,1.3
QU.FN.22,Quadrat Massís ferro negre 22,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,3.91,1.3
QU.FN.25,Quadrat Massís ferro negre 25,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,5.06,1.3
QU.FN.30,Quadrat Massís ferro negre 30,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,7.27,1.3
QU.FN.35,Quadrat Massís ferro negre 35,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,9.91,1.3
QU.FN.40,Quadrat Massís ferro negre 40,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,12.98,1.3
QU.FN.45,Quadrat Massís ferro negre 45,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,16.38,1.3
QU.FN.50,Quadrat Massís ferro negre 50,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,20.19,1.3
QU.FN.55,Quadrat Massís ferro negre 55,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,24.46,1.3
QU.FN.60,Quadrat Massís ferro negre 60,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,29.11,1.3
QU.FN.65,Quadrat Massís ferro negre 65,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,34.15,1.3
QU.FN.70,Quadrat Massís ferro negre 70,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,39.62,1.3
QU.FN.75,Quadrat Massís ferro negre 75,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,45.48,1.3
QU.FN.80,Quadrat Massís ferro negre 80,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,51.75,1.3
QU.FN.85,Quadrat Massís ferro negre 85,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,58.42,1.3
QU.FN.90,Quadrat Massís ferro negre 90,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,65.5,1.3
QU.FN.95,Quadrat Massís ferro negre 95,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,72.98,1.3
QU.FN.100,Quadrat Massís ferro negre 100,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,80.86,1.3
QU.FN.105,Quadrat Massís ferro negre 105,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,89.15,1.3
QU.FN.110,Quadrat Massís ferro negre 110,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,97.84,1.3
QU.FN.115,Quadrat Massís ferro negre 115,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,106.93,1.3
QU.FN.120,Quadrat Massís ferro negre 120,M.PRIMERA/TRASPAS EXCEL FERRO/FERRO/MASSISOS FN,116.43,1.3
QU.I04.BRU.10,Quadrat Massís inox 304 brut 10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,0.82,5.1
QU.I04.BRU.12,Quadrat Massís inox 304 brut 12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,1.18,5.1
QU.I04.BRU.14,Quadrat Massís inox 304 brut 14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,1.6,5.1
QU.I04.BRU.16,Quadrat Massís inox 304 brut 16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,2.07,5.1
QU.I04.BRU.18,Quadrat Massís inox 304 brut 18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,2.62,5.1
QU.I04.BRU.20,Quadrat Massís inox 304 brut 20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,3.23,5.1
QU.I04.BRU.22,Quadrat Massís inox 304 brut 22,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,3.91,5.1
QU.I04.BRU.25,Quadrat Massís inox 304 brut 25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,5.06,5.1
QU.I04.BRU.30,Quadrat Massís inox 304 brut 30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,7.27,5.1
QU.I04.BRU.35,Quadrat Massís inox 304 brut 35,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,9.91,5.1
QU.I04.BRU.40,Quadrat Massís inox 304 brut 40,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,12.98,5.1
QU.I04.BRU.45,Quadrat Massís inox 304 brut 45,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,16.38,5.1
QU.I04.BRU.50,Quadrat Massís inox 304 brut 50,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,20.19,5.1
QU.I04.BRU.55,Quadrat Massís inox 304 brut 55,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,24.46,5.1
QU.I04.BRU.60,Quadrat Massís inox 304 brut 60,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,29.11,5.1
QU.I04.BRU.65,Quadrat Massís inox 304 brut 65,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,34.15,5.1
QU.I04.BRU.70,Quadrat Massís inox 304 brut 70,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,39.62,5.1
QU.I04.BRU.75,Quadrat Massís inox 304 brut 75,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,45.48,5.1
QU.I04.BRU.80,Quadrat Massís inox 304 brut 80,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,51.75,5.1
QU.I04.BRU.85,Quadrat Massís inox 304 brut 85,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,58.42,5.1
QU.I04.BRU.90,Quadrat Massís inox 304 brut 90,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,65.5,5.1
QU.I04.BRU.95,Quadrat Massís inox 304 brut 95,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,72.98,5.1
QU.I04.BRU.100,Quadrat Massís inox 304 brut 100,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,80.86,5.1
QU.I04.BRU.105,Quadrat Massís inox 304 brut 105,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,89.15,5.1
QU.I04.BRU.110,Quadrat Massís inox 304 brut 110,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,97.84,5.1
QU.I04.BRU.115,Quadrat Massís inox 304 brut 115,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,106.93,5.1
QU.I04.BRU.120,Quadrat Massís inox 304 brut 120,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRUT,116.43,5.1
QU.I04.SA.10,Quadrat Massís inox 304 satinat 10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,0.82,6.3
QU.I04.SA.12,Quadrat Massís inox 304 satinat 12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,1.18,6.3
QU.I04.SA.14,Quadrat Massís inox 304 satinat 14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,1.6,6.3
QU.I04.SA.16,Quadrat Massís inox 304 satinat 16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,2.07,6.3
QU.I04.SA.18,Quadrat Massís inox 304 satinat 18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,2.62,6.3
QU.I04.SA.20,Quadrat Massís inox 304 satinat 20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,3.23,6.3
QU.I04.SA.22,Quadrat Massís inox 304 satinat 22,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,3.91,6.3
QU.I04.SA.25,Quadrat Massís inox 304 satinat 25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,5.06,6.3
QU.I04.SA.30,Quadrat Massís inox 304 satinat 30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,7.27,6.3
QU.I04.SA.35,Quadrat Massís inox 304 satinat 35,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,9.91,6.3
QU.I04.SA.40,Quadrat Massís inox 304 satinat 40,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,12.98,6.3
QU.I04.SA.45,Quadrat Massís inox 304 satinat 45,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,16.38,6.3
QU.I04.SA.50,Quadrat Massís inox 304 satinat 50,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,20.19,6.3
QU.I04.SA.55,Quadrat Massís inox 304 satinat 55,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,24.46,6.3
QU.I04.SA.60,Quadrat Massís inox 304 satinat 60,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,29.11,6.3
QU.I04.SA.65,Quadrat Massís inox 304 satinat 65,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,34.15,6.3
QU.I04.SA.70,Quadrat Massís inox 304 satinat 70,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,39.62,6.3
QU.I04.SA.75,Quadrat Massís inox 304 satinat 75,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,45.48,6.3
QU.I04.SA.80,Quadrat Massís inox 304 satinat 80,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,51.75,6.3
QU.I04.SA.85,Quadrat Massís inox 304 satinat 85,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,58.42,6.3
QU.I04.SA.90,Quadrat Massís inox 304 satinat 90,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,65.5,6.3
QU.I04.SA.95,Quadrat Massís inox 304 satinat 95,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,72.98,6.3
QU.I04.SA.100,Quadrat Massís inox 304 satinat 100,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,80.86,6.3
QU.I04.SA.105,Quadrat Massís inox 304 satinat 105,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,89.15,6.3
QU.I04.SA.110,Quadrat Massís inox 304 satinat 110,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,97.84,6.3
QU.I04.SA.115,Quadrat Massís inox 304 satinat 115,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,106.93,6.3
QU.I04.SA.120,Quadrat Massís inox 304 satinat 120,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 SATI,116.43,6.3
QU.I04.BRI.10,Quadrat Massís inox 304 brillant 10,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,0.82,6.4
QU.I04.BRI.12,Quadrat Massís inox 304 brillant 12,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,1.18,6.4
QU.I04.BRI.14,Quadrat Massís inox 304 brillant 14,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,1.6,6.4
QU.I04.BRI.16,Quadrat Massís inox 304 brillant 16,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,2.07,6.4
QU.I04.BRI.18,Quadrat Massís inox 304 brillant 18,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,2.62,6.4
QU.I04.BRI.20,Quadrat Massís inox 304 brillant 20,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,3.23,6.4
QU.I04.BRI.22,Quadrat Massís inox 304 brillant 22,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,3.91,6.4
QU.I04.BRI.25,Quadrat Massís inox 304 brillant 25,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,5.06,6.4
QU.I04.BRI.30,Quadrat Massís inox 304 brillant 30,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,7.27,6.4
QU.I04.BRI.35,Quadrat Massís inox 304 brillant 35,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,9.91,6.4
QU.I04.BRI.40,Quadrat Massís inox 304 brillant 40,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,12.98,6.4
QU.I04.BRI.45,Quadrat Massís inox 304 brillant 45,M.PRIMERA/TRASPAS EXCEL FERRO/INOX/MASSISSOS 04 BRILL,16.38,6.4
